insee,nom,surf_dep,total,s150,s50,s20,s10
36140,Neuvy-Pailloux,4193,3719,347,54,7,1
36141,Neuvy-Saint-Sépulchre,3548,2646,883,152,24,5
36142,Niherne,4440,2422,368,60,8,1
36143,Nohant-Vic,2141,1615,463,61,6,1
36144,Nuret-le-Ferron,4967,3327,458,66,10,2
36145,Obterre,2851,1614,304,43,5,1
36146,Orsennes,4979,3604,917,152,22,5
36147,Orville,931,695,205,31,3,0
36148,Oulches,4362,2034,280,42,7,2
36149,Palluau-sur-Indre,4147,2957,648,100,14,2
36150,Parnac,4742,3232,594,92,14,3
36152,Paudy,3048,2704,326,53,8,1
36153,Paulnay,4000,2882,490,63,9,2
36154,Le Pêchereau,2100,1176,244,37,5,1
36155,Pellevoisin,2596,1585,478,74,9,1
36156,Pérassay,2440,1768,500,75,11,3
36157,La Pérouille,2126,1347,255,39,5,1
36158,Badecon-le-Pin,1005,543,156,29,4,0
36159,Le Poinçonnet,4549,782,332,71,12,2
36160,Pommiers,1233,933,193,27,4,1
36161,Le Pont-Chrétien-Chabenet,891,388,169,29,4,0
36162,Poulaines,4639,3587,658,92,13,3
36163,Pouligny-Notre-Dame,3364,2333,780,127,20,4
36164,Pouligny-Saint-Martin,1589,1092,342,52,8,2
36165,Pouligny-Saint-Pierre,4734,3165,586,88,13,3
36166,Préaux,3295,2063,342,41,5,1
36167,Preuilly-la-Ville,423,257,81,15,2,0
36168,Prissac,6347,3940,620,88,14,3
36169,Pruniers,4908,3000,574,80,11,2
36170,Reboursin,1293,854,181,23,2,0
36171,Reuilly,2607,1976,276,40,6,1
36172,Rivarennes,3762,1811,321,52,8,2
36173,Rosnay,6730,2368,249,34,5,1
36174,Roussines,2331,1608,342,51,7,1
36175,Rouvres-les-Bois,3098,1846,409,56,7,1
36176,Ruffec,4301,2774,383,57,9,2
36177,Sacierges-Saint-Martin,3147,2122,268,38,5,1
36178,Saint-Aigny,1484,945,225,36,5,1
36179,Saint-Aoustrille,1986,1664,319,44,5,1
36180,Saint-Août,5420,3641,766,108,15,3
36181,Saint-Aubin,2845,1460,150,24,3,0
36182,Saint-Benoît-du-Sault,179,40,23,4,0,0
36184,Saint-Chartier,2794,2021,611,99,16,4
36185,Saint-Christophe-en-Bazelle,1393,911,239,37,5,1
36186,Saint-Christophe-en-Boucherie,3117,2350,613,87,13,3
36187,Saint-Civran,1196,739,96,13,1,0
36188,Saint-Cyran-du-Jambot,1419,933,116,14,1,0
36189,Saint-Denis-de-Jouhet,4405,3214,1123,165,23,5
36190,Sainte-Fauste,2333,1772,170,26,3,0
36191,Saint-Florentin,1628,875,192,31,4,1
36192,Saint-Gaultier,928,286,89,18,2,0
36193,Sainte-Gemme,3437,1137,216,30,4,1
36194,Saint-Genou,2442,1285,354,49,6,1
36195,Saint-Georges-sur-Arnon,2413,2186,284,40,5,1
36196,Saint-Gilles,766,351,57,8,1,0
36197,Saint-Hilaire-sur-Benaize,3307,2370,474,71,11,3
36198,Saint-Lactencin,3252,2382,368,59,8,1
36199,Sainte-Lizaigne,2660,2170,324,53,7,1
36200,Saint-Marcel,1803,773,190,37,6,1
36202,Saint-Maur,8866,4350,827,125,16,3
36203,Saint-Médard,1259,654,109,13,2,0
36204,Saint-Michel-en-Brenne,5481,1452,149,16,2,0
36205,Saint-Pierre-de-Jards,1831,1534,175,24,3,0
36207,Saint-Plantaire,3450,2266,695,114,16,3
36208,Sainte-Sévère-sur-Indre,2622,1667,421,66,11,2
36209,Saint-Valentin,2506,2251,170,18,2,0
36210,Sarzay,1861,1329,394,57,8,1
36211,Sassierges-Saint-Germain,3183,2222,233,40,6,1
36212,Saulnay,2244,1379,251,33,4,0
36213,Sauzelles,1286,929,168,29,4,0
36214,Sazeray,2287,1782,554,92,14,3
36215,Ségry,3361,2035,305,47,6,1
36216,Selles-sur-Nahon,686,582,175,25,3,0
36217,Sembleçay,815,553,145,19,2,0
36218,Sougé,1311,936,223,36,5,1
36219,Tendu,4199,2407,421,63,9,2
36220,Thenay,3437,1474,282,50,9,2
36221,Thevet-Saint-Julien,3120,2480,509,78,11,2
36222,Thizay,1675,1378,143,23,3,1
36223,Tilly,1484,1164,149,23,4,1
36224,Tournon-Saint-Martin,2581,1796,394,63,8,1
36225,Le Tranger,2227,1589,272,34,5,1
36226,Tranzault,1811,1390,321,44,6,1
36227,Urciers,1895,1406,360,53,7,1
36228,Valençay,4181,1833,611,103,12,2
36229,Val-Fouzon,4694,3646,781,116,15,2
36230,Vatan,3000,2490,357,60,8,1
36231,Velles,6429,3335,574,79,12,3
36232,Vendœuvres,9871,2064,371,61,10,3
36233,La Vernelle,1718,908,152,26,4,1
36234,Verneuil-sur-Igneraie,994,798,261,42,6,1
36235,Veuil,1877,1102,274,37,4,0
36236,Vicq-Exemplet,3884,3039,677,103,14,3
36237,Vicq-sur-Nahon,4910,3237,717,97,12,2
36238,Vigoulant,983,773,239,34,6,1
36239,Vigoux,3819,2739,449,67,9,1
36240,Vijon,2125,1631,503,83,14,3
36241,Villedieu-sur-Indre,5830,4049,531,79,11,2
36242,Villegongis,1828,1417,126,16,2,0
36243,Villegouin,2436,1742,379,53,6,1
36244,Villentrois-Faverolles-en-Berry,7395,4766,972,127,16,3
36246,Villiers,2495,1563,324,43,5,1
36247,Vineuil,4445,4141,524,76,11,2
36248,Vouillon,1509,729,87,12,1,0
37001,Abilly,3055,2087,619,96,12,2
37002,Ambillou,4962,1050,476,73,10,2
37003,Amboise,4078,456,281,62,8,1
37004,Anché,795,490,127,21,2,0
37005,Antogny-le-Tillac,1724,1134,262,41,6,1
37006,Artannes-sur-Indre,2117,1236,452,71,9,1
37007,Assay,1461,1017,271,43,6,1
37008,Athée-sur-Cher,3448,2330,709,113,13,2
37009,Autrèche,2070,1007,235,31,3,0
37010,Auzouer-en-Touraine,3405,2211,531,81,11,2
37011,Avoine,1242,427,75,8,0,0
37012,Avon-les-Roches,3322,1276,381,59,8,1
37013,Avrillé-les-Ponceaux,3288,625,239,38,6,1
37014,Azay-le-Rideau,2726,1106,343,51,6,1
37015,Azay-sur-Cher,2302,1362,562,92,12,2
37016,Azay-sur-Indre,1367,920,159,23,2,0
37018,Ballan-Miré,2628,799,334,57,7,1
37019,Barrou,3101,1423,465,74,10,2
37020,Beaulieu-lès-Loches,392,168,87,21,3,0
37021,Beaumont-Louestault,5565,2651,746,112,15,3
37022,Beaumont-en-Véron,1906,807,323,72,12,2
37023,Beaumont-Village,1926,1174,318,40,4,0
37024,Benais,2006,365,214,49,9,2
37025,Berthenay,739,388,187,41,6,1
37026,Betz-le-Château,4753,3690,866,122,16,3
37027,Bléré,3109,1874,632,100,14,3
37028,Bossay-sur-Claise,6542,3859,1025,142,19,4
37029,Bossée,1901,1582,358,49,5,1
37030,Le Boulay,1994,1299,350,50,6,1
37031,Bourgueil,3295,728,293,75,12,2
37032,Bournan,1474,1162,250,39,6,1
37033,Boussay,2811,1296,405,51,7,1
37034,Braslou,1590,974,370,67,10,2
37035,Braye-sous-Faye,1561,974,265,44,6,1
37036,Braye-sur-Maulne,1205,561,276,41,5,1
37037,Brèches,1156,741,241,38,5,1
37038,Bréhémont,1285,485,177,34,4,0
37039,Bridoré,1480,1065,258,39,4,1
37040,Brizay,1441,1051,293,43,5,0
37041,Bueil-en-Touraine,1794,1253,346,49,6,1
37042,Candes-Saint-Martin,574,312,39,6,0,0
37043,Cangey,2276,1419,379,57,7,1
37044,La Celle-Guenand,3713,2381,462,61,8,1
37045,La Celle-Saint-Avant,1783,1208,424,79,13,3
37046,Céré-la-Ronde,4944,2201,503,65,9,2
37047,Cerelles,1231,576,291,52,6,1
37048,Chambon,1834,878,298,47,6,1
37049,Chambourg-sur-Indre,2843,1566,447,69,8,1
37050,Chambray-lès-Tours,1943,362,183,34,3,0
37051,Champigny-sur-Veude,1610,925,332,53,7,1
37052,Chançay,1506,570,177,29,3,0
37053,Chanceaux-près-Loches,1461,479,117,14,1,0
37054,Chanceaux-sur-Choisille,1848,1048,452,79,10,1
37055,Channay-sur-Lathan,2912,1926,571,80,10,1
37056,La Chapelle-aux-Naux,543,171,83,9,1,0
37057,La Chapelle-Blanche-Saint-Martin,2854,2020,553,89,13,3
37058,La Chapelle-sur-Loire,1931,741,350,72,10,1
37059,Charentilly,1410,585,258,42,6,1
37060,Chargé,847,349,130,22,3,0
37061,Charnizay,5324,3458,741,105,15,3
37062,Château-la-Vallière,2190,472,182,33,5,1
37063,Château-Renault,350,20,19,4,0,0
37064,Chaumussay,1899,1287,330,43,6,1
37065,Chaveignes,2131,997,376,63,10,2
37066,Chédigny,2316,1610,331,54,8,2
37067,Cheillé,4683,809,339,50,6,1
37068,Chemillé-sur-Dême,3363,2732,716,96,14,3
37069,Chemillé-sur-Indrois,2493,1489,364,45,5,0
37070,Chenonceaux,430,81,37,5,0,0
37071,Chezelles,1529,1181,263,35,4,1
37072,Chinon,3901,1787,644,123,18,3
37073,Chisseaux,1166,442,152,20,2,0
37074,Chouzé-sur-Loire,2828,1594,598,105,17,3
37075,Cigogné,2184,1835,237,32,4,0
37076,Cinais,882,452,110,15,2,0
37077,Cinq-Mars-la-Pile,2038,680,267,39,5,1
37078,Ciran,1404,890,305,47,8,2
37079,Civray-de-Touraine,2315,1049,298,46,6,1
37080,Civray-sur-Esves,1326,994,279,38,4,0
37081,Cléré-les-Pins,3579,1237,502,77,12,3
37082,Continvoir,4126,357,140,23,3,0
37083,Cormery,603,330,73,10,1,0
37084,Couesmes,1959,1065,430,65,9,2
37085,Courçay,2501,1712,296,46,6,1
37086,Courcelles-de-Touraine,2602,1251,392,54,7,1
37087,Courcoué,1561,1152,338,54,7,1
37088,Couziers,1205,413,87,12,1,0
37089,Cravant-les-Côteaux,3827,1120,322,63,9,1
37090,Crissay-sur-Manse,755,333,114,19,2,0
37091,La Croix-en-Touraine,1521,654,248,44,5,0
37092,Crotelles,1569,1269,312,47,5,0
37093,Crouzilles,1451,802,365,64,9,2
37094,Cussay,2607,1941,473,76,11,2
37095,Dame-Marie-les-Bois,897,389,147,21,2,0
37096,Dierre,1031,438,80,8,0,0
37097,Dolus-le-Sec,2751,2277,460,67,9,1
37098,Draché,1848,1336,552,89,14,3
37099,Druye,2295,1125,344,57,7,1
37100,Épeigné-les-Bois,1462,814,234,33,4,1
37101,Épeigné-sur-Dême,2107,1566,410,55,7,1
37103,Esves-le-Moutier,1055,871,202,27,3,0
37104,Esvres,3578,1532,641,107,12,2
37105,Faye-la-Vineuse,1754,1503,212,30,3,0
37106,La Ferrière,1563,682,189,26,3,0
37107,Ferrière-Larçon,2106,1619,380,46,6,1
37108,Ferrière-sur-Beaulieu,1960,561,199,39,6,1
37109,Fondettes,3179,1127,721,144,17,2
37110,Francueil,1302,507,167,25,3,0
37111,Genillé,6339,3258,848,126,15,2
37112,Gizeux,2105,700,316,46,6,1
37113,Le Grand-Pressigny,4030,2565,818,107,13,2
37114,La Guerche,534,387,112,19,2,0
37115,Descartes,3812,2472,712,108,15,3
37116,Les Hermites,3274,2453,750,102,13,2
37117,Hommes,3028,1694,487,64,8,1
37118,Huismes,2372,1039,415,70,10,2
37119,L'Île-Bouchard,359,127,69,16,2,0
37121,Jaulnay,1481,1027,362,57,8,1
37122,Joué-lès-Tours,3246,956,502,103,14,2
37123,Langeais,6453,462,173,26,3,0
37124,Larçay,1135,300,139,31,4,0
37125,Lémeré,1970,1558,427,60,9,2
37126,Lerné,1634,770,225,39,5,1
37127,Le Liège,1124,622,124,20,3,0
37128,Lignières-de-Touraine,1004,409,133,24,4,0
37129,Ligré,2777,2099,604,104,15,3
37130,Ligueil,2978,2285,702,120,16,3
37131,Limeray,1388,808,235,32,4,1
37132,Loches,2723,1201,589,110,17,4
37133,Loché-sur-Indrois,7462,4735,702,91,11,2
37134,Louans,1812,1377,375,66,8,1
37136,Le Louroux,2885,2117,468,72,9,2
37137,Lublé,1264,615,171,23,3,0
37138,Lussault-sur-Loire,917,263,104,17,2,0
37139,Luynes,3410,1090,588,99,12,2
37140,Luzé,2030,1242,379,55,7,1
37141,Luzillé,4100,2902,576,86,11,2
37142,Maillé,1558,1010,378,66,11,2
37143,Manthelan,3948,2821,771,122,15,3
37144,Marçay,2130,1530,341,68,11,2
37145,Marcé-sur-Esves,1098,799,313,51,8,2
37146,Marcilly-sur-Maulne,1458,672,201,26,3,0
37147,Marcilly-sur-Vienne,1106,768,293,50,7,1
37148,Marigny-Marmande,3072,2196,638,104,16,3
37149,Marray,2382,1504,454,59,7,1
37150,Mazières-de-Touraine,3423,884,327,47,5,1
37151,La Membrolle-sur-Choisille,694,193,128,28,3,0
37152,Mettray,1054,479,222,42,5,0
37153,Monnaie,3940,2140,727,116,15,2
37154,Montbazon,654,37,29,9,1,0
37155,Monthodon,3388,2681,622,81,9,1
37156,Montlouis-sur-Loire,2404,828,356,70,10,2
37157,Montrésor,99,10,8,3,0,0
37158,Montreuil-en-Touraine,2514,1618,318,42,5,1
37159,Monts,2778,947,310,50,6,1
37160,Morand,1469,1092,293,38,4,0
37161,Mosnes,1446,798,226,35,4,0
37162,Mouzay,2361,1411,333,49,5,1
37163,Nazelles-Négron,2232,927,258,37,5,1
37165,Neuil,1887,1080,179,30,4,0
37166,Neuillé-le-Lierre,1671,1040,346,49,6,1
37167,Neuillé-Pont-Pierre,3913,2452,817,123,18,4
37168,Neuilly-le-Brignon,2198,1764,402,53,7,1
37169,Neuville-sur-Brenne,690,447,218,37,5,1
37170,Neuvy-le-Roi,4775,3751,1017,145,21,5
37171,Noizay,1762,853,247,34,5,1
37172,Notre-Dame-d'Oé,771,389,200,40,6,1
37173,Nouans-les-Fontaines,6324,4371,818,99,11,2
37174,Nouâtre,962,477,128,19,2,0
37175,Nouzilly,4028,1624,612,86,11,2
37176,Noyant-de-Touraine,1382,902,344,59,8,1
37177,Orbigny,6601,3710,664,81,9,1
37178,Panzoult,3487,1272,400,72,11,2
37179,Parçay-Meslay,1416,703,272,50,7,1
37180,Parçay-sur-Vienne,1880,1194,387,63,9,1
37181,Paulmy,2654,1607,328,43,5,1
37182,Pernay,1772,598,231,36,4,0
37183,Perrusson,2913,2063,580,74,9,1
37184,Le Petit-Pressigny,3250,2481,527,73,10,2
37185,Pocé-sur-Cisse,1079,427,175,28,3,0
37186,Pont-de-Ruan,569,216,75,9,0,0
37187,Ports,1111,750,293,51,7,1
37188,Pouzay,1405,1042,320,59,9,1
37189,Preuilly-sur-Claise,1216,739,251,43,6,1
37190,Pussigny,854,664,167,25,4,0
37191,Razines,1470,836,321,48,6,1
37192,Reignac-sur-Indre,2206,1355,257,39,5,0
37193,Restigné,2043,978,308,76,15,3
37194,Reugny,2969,1881,509,70,8,1
37195,La Riche,815,90,65,15,2,0
37196,Richelieu,503,245,93,19,3,0
37197,Rigny-Ussé,1401,331,113,18,2,0
37198,Rillé,2376,887,228,36,5,1
37199,Rilly-sur-Vienne,1309,959,353,54,6,0
37200,Rivarennes,1893,406,104,16,2,0
37201,Rivière,368,121,70,15,2,0
37202,La Roche-Clermault,1804,1170,332,51,6,1
37203,Rochecorbon,1675,747,319,56,7,1
37204,Rouziers-de-Touraine,1817,1306,332,50,7,1
37205,Saché,2797,1417,361,50,5,1
37206,Saint-Antoine-du-Rocher,2400,1161,384,63,8,1
37207,Saint-Aubin-le-Dépeint,1514,1018,398,63,8,1
37208,Saint-Avertin,1317,65,38,14,2,0
37210,Saint-Benoît-la-Forêt,3559,251,123,27,4,0
37211,Saint-Branchs,5187,3710,930,140,17,3
37212,Sainte-Catherine-de-Fierbois,1556,902,181,26,3,0
37213,Saint-Christophe-sur-le-Nais,1817,1347,573,90,11,2
37214,Saint-Cyr-sur-Loire,1346,237,161,38,5,1
37216,Saint-Épain,6327,4541,1162,167,22,5
37217,Saint-Étienne-de-Chigny,2129,442,154,22,3,0
37218,Saint-Flovier,2864,2009,435,65,9,2
37219,Saint-Genouph,471,184,152,41,6,1
37220,Saint-Germain-sur-Vienne,1335,639,152,21,2,0
37221,Saint-Hippolyte,3290,2097,397,64,8,1
37222,Saint-Jean-Saint-Germain,2146,1462,446,61,7,1
37223,Saint-Laurent-de-Lin,1384,850,242,41,5,1
37224,Saint-Laurent-en-Gâtines,3174,2211,629,86,10,1
37225,Saint-Martin-le-Beau,1907,567,166,29,4,1
37226,Sainte-Maure-de-Touraine,4072,2729,883,146,21,4
37228,Saint-Nicolas-de-Bourgueil,3637,1036,344,75,14,3
37229,Saint-Nicolas-des-Motets,1270,1136,273,39,4,0
37230,Saint-Ouen-les-Vignes,1889,1124,323,46,6,1
37231,Saint-Paterne-Racan,4808,3199,1066,160,24,6
37232,Coteaux-sur-Loire,4419,868,367,66,10,2
37233,Saint-Pierre-des-Corps,1130,102,3,,,
37234,Saint-Quentin-sur-Indrois,2726,1698,387,55,6,1
37236,Saint-Règle,632,269,98,16,2,0
37237,Saint-Roch,481,120,60,11,1,0
37238,Saint-Senoch,2414,1717,470,66,8,1
37240,Saunay,2589,1329,397,59,7,1
37241,Savigné-sur-Lathan,1782,1069,411,67,8,1
37242,Savigny-en-Véron,2121,975,153,32,5,0
37243,Savonnières,1706,846,385,80,11,2
37244,Sazilly,1057,812,143,22,3,0
37245,Semblançay,3568,1563,574,92,13,3
37246,Sennevières,2341,1215,309,43,5,1
37247,Sepmes,2876,2220,552,81,13,3
37248,Seuilly,1566,970,206,31,4,0
37249,Sonzay,4817,1998,715,116,16,3
37250,Sorigny,4340,2943,936,140,19,4
37251,Souvigné,2486,1180,431,65,9,2
37252,Souvigny-de-Touraine,2582,670,155,24,3,0
37253,Sublaines,1447,1168,164,23,2,0
37254,Tauxigny-Saint-Bauld,4111,2951,694,114,16,3
37255,Tavant,521,432,101,17,2,0
37256,Theneuil,992,717,232,38,5,1
37257,Thilouze,3392,2565,676,98,12,2
37258,Thizay,692,310,84,13,0,0
37259,Tournon-Saint-Pierre,1498,1024,288,45,7,2
37260,La Tour-Saint-Gelin,1343,1085,282,50,7,1
37261,Tours,3336,167,65,18,4,1
37262,Trogues,943,476,185,34,4,0
37263,Truyes,1653,697,233,37,4,0
37264,Vallères,1473,596,224,36,5,0
37265,Varennes,1106,901,257,33,3,0
37266,Veigné,2690,654,228,40,5,1
37267,Véretz,1331,716,248,46,4,0
37268,Verneuil-le-Château,839,702,172,27,3,0
37269,Verneuil-sur-Indre,4058,1880,442,63,8,1
37270,Vernou-sur-Brenne,2585,1240,348,56,6,1
37271,Villaines-les-Rochers,1264,746,183,26,2,0
37272,Villandry,1772,864,246,38,4,0
37273,La Ville-aux-Dames,787,187,64,18,3,1
37274,Villebourg,1233,973,284,41,6,1
37275,Villedômain,1659,1125,188,24,3,0
37276,Villedômer,3517,2212,703,93,10,2
37277,Villeloin-Coulangé,3501,2583,508,72,9,1
37278,Villeperdue,1201,808,292,51,7,1
37279,Villiers-au-Bouin,3043,2069,614,94,14,3
37280,Vou,2209,1556,398,51,6,1
37281,Vouvray,2366,1151,450,85,12,2
37282,Yzeures-sur-Creuse,5537,3042,747,116,17,3
38001,Les Abrets en Dauphiné,2765,1410,872,212,35,7
38002,Les Adrets,1623,659,271,60,10,2
38003,Agnin,798,532,237,50,7,1
38004,L'Albenc,1012,451,239,53,7,1
38005,Allemond,5686,733,26,8,1,0
38006,Allevard,3537,1035,137,52,10,2
38008,Ambel,480,129,27,5,1,0
38009,Anjou,508,208,74,17,2,0
38010,Annoisin-Chatelans,1336,722,121,24,4,0
38011,Anthon,909,488,89,18,2,0
38012,Aoste,993,501,279,64,10,1
38013,Apprieu,1542,509,222,61,11,3
38015,Artas,1422,862,352,68,9,1
38017,Assieu,1229,548,137,29,4,0
38018,Auberives-en-Royans,509,229,124,26,4,1
38019,Auberives-sur-Varèze,701,292,102,18,2,0
38020,Auris,1341,937,147,25,4,1
38022,Les Avenières Veyrins-Thuellin,4142,1860,1040,305,54,11
38023,Avignonet,897,338,146,27,5,1
38026,La Balme-les-Grottes,1445,757,163,26,3,0
38027,Barraux,1121,227,111,28,4,0
38029,La Bâtie-Montgascon,840,438,321,92,16,3
38030,Beaucroissant,1112,544,228,47,7,1
38031,Beaufin,645,74,20,4,0,0
38032,Beaufort,866,620,274,59,7,1
38033,Beaulieu,877,457,328,75,11,2
38034,Beaurepaire,1845,1236,433,84,12,2
38035,Beauvoir-de-Marc,1130,668,322,63,8,1
38036,Beauvoir-en-Royans,203,43,22,4,0,0
38037,Bellegarde-Poussieu,1689,841,404,81,11,2
38038,Belmont,654,420,185,37,6,1
38039,Bernin,769,247,98,26,5,1
38040,Besse,5096,4585,231,34,7,2
38041,Bessins,463,301,194,38,5,1
38042,Bévenais,1428,717,157,39,8,2
38043,Bilieu,762,272,154,47,8,1
38044,Biol,1574,929,495,120,20,4
38045,Biviers,622,50,47,22,3,0
38046,Bizonnes,1106,821,158,43,8,2
38047,Blandin,430,302,119,24,4,1
38048,Bonnefamille,941,445,231,47,6,1
38049,Bossieu,1351,601,109,25,4,0
38050,Le Bouchage,1123,701,274,56,8,1
38051,Bougé-Chambalud,1581,1040,436,77,11,2
38052,Le Bourg-d'Oisans,5606,495,234,55,8,1
38053,Bourgoin-Jallieu,2457,834,316,62,8,1
38054,Bouvesse-Quirieu,1773,820,258,53,8,1
38055,Brangues,1169,708,159,33,5,1
38056,Bressieux,89,46,31,6,0,0
38057,Bresson,277,28,14,4,0,0
38058,Brézins,825,508,243,61,11,2
38059,Brié-et-Angonnes,981,302,209,55,8,1
38060,Brion,394,257,160,31,4,0
38061,La Buisse,1171,324,217,63,9,1
38062,La Buissière,758,433,126,25,5,1
38063,Burcin,676,383,161,36,6,1
38064,Cessieu,1448,470,253,63,10,2
38065,Châbons,1849,1098,479,111,20,4
38066,Chalon,522,193,89,15,2,0
38067,Chamagnieu,1371,848,209,32,4,0
38068,Champagnier,697,179,85,22,3,0
38069,Champier,1417,684,262,53,8,1
38070,Le Champ-près-Froges,490,104,58,21,4,1
38071,Champ-sur-Drac,878,34,33,13,2,0
38072,Chanas,1159,402,212,39,5,0
38073,Chantepérier,8135,1773,187,43,7,1
38074,Chantesse,585,228,110,23,4,1
38075,Chapareillan,3057,702,223,56,10,2
38076,La Chapelle-de-la-Tour,907,528,361,100,17,3
38077,La Chapelle-de-Surieu,1121,580,306,57,7,1
38078,La Chapelle-du-Bard,2696,745,169,48,9,2
38080,Charancieu,552,339,208,54,8,1
38081,Charantonnay,1110,504,265,68,10,1
38082,Charavines,825,204,121,30,5,0
38083,Charette,1135,696,104,17,2,0
38084,Charnècles,522,250,161,52,10,2
38085,Charvieu-Chavagneux,855,261,113,30,6,1
38086,Chasselay,941,545,347,71,11,2
38087,Chasse-sur-Rhône,788,196,111,29,4,0
38089,Chassignieu,523,402,229,51,8,1
38090,Château-Bernard,1824,354,176,34,5,1
38091,Châteauvilain,887,523,222,44,6,1
38092,Châtelus,1258,212,97,21,3,1
38093,Châtenay,463,285,103,22,2,0
38094,Châtonnay,3162,1363,446,78,9,1
38095,Chatte,2283,1069,760,181,29,7
38097,Chavanoz,827,408,132,33,5,1
38098,Chélieu,1014,648,308,70,10,2
38099,Chevrières,1639,884,539,97,13,2
38100,Le Cheylas,852,194,124,33,5,0
38101,Cheyssieu,860,448,131,26,4,0
38102,Chèzeneuve,680,378,168,35,5,1
38103,Chichilianne,6227,3162,161,36,6,1
38104,Chimilin,966,524,392,109,18,4
38105,Chirens,1757,530,277,71,10,2
38106,Cholonge,966,562,80,19,3,0
38107,Chonas-l'Amballan,740,278,154,45,7,1
38108,Choranche,1067,101,52,8,1,0
38109,Chozeau,826,436,156,34,4,0
38110,Chuzelles,1333,630,340,71,8,1
38111,Claix,2325,299,209,58,10,1
38112,Clavans-en-Haut-Oisans,3576,2024,32,4,1,0
38113,Clelles,2068,621,212,44,5,1
38114,Clonas-sur-Varèze,679,240,89,15,2,0
38115,Saint-Martin-de-la-Cluze,1655,483,235,49,7,1
38116,Cognet,194,73,24,4,0,0
38117,Cognin-les-Gorges,1264,311,148,30,4,0
38118,Colombe,1332,741,169,46,8,1
38120,La Combe-de-Lancey,1845,709,76,22,5,1
38124,Corbelin,1214,642,420,119,21,4
38126,Corenc,617,39,32,12,2,0
38127,Cornillon-en-Trièves,1392,596,141,24,3,0
38128,Corps,1127,230,55,11,2,0
38129,Corrençon-en-Vercors,3945,166,94,26,4,0
38130,La Côte-Saint-André,2807,1824,681,127,18,3
38131,Les Côtes-d'Arey,2417,1126,350,77,10,1
38132,Les Côtes-de-Corps,995,589,106,20,3,0
38133,Coublevie,699,170,148,51,9,1
38134,Cour-et-Buis,1386,515,252,47,6,1
38135,Courtenay,3219,1426,338,64,9,1
38136,Crachier,370,264,97,22,3,0
38137,Cras,551,196,130,30,4,1
38138,Crémieu,623,130,67,14,2,0
38139,Creys-Mépieu,2932,995,264,48,7,1
38140,Crolles,1442,373,146,33,5,0
38141,Culin,735,491,188,37,5,1
38144,Diémoz,1389,823,400,84,12,2
38146,Dizimieu,971,280,115,22,3,0
38147,Doissin,845,599,331,79,13,2
38148,Dolomieu,1341,635,436,122,19,3
38149,Domarin,300,87,39,7,1,0
38150,Domène,542,95,57,13,2,0
38152,Eclose-Badinières,1642,1107,491,98,14,2
38153,Engins,2082,685,135,27,4,1
38154,Entraigues,2161,186,47,14,2,0
38155,Entre-deux-Guiers,1049,346,214,54,11,2
38156,Les Éparres,783,428,215,46,7,1
38157,Estrablin,2072,1271,708,143,20,4
38158,Eybens,453,15,6,2,0,0
38159,Eydoche,564,360,106,34,6,1
38160,Eyzin-Pinet,2840,1520,643,122,16,2
38161,Faramans,1079,565,137,29,4,0
38162,Faverges-de-la-Tour,767,329,251,73,12,2
38163,Le Haut-Bréda,11847,4441,324,90,21,6
38166,La Flachère,289,71,33,10,2,0
38167,Flachères,495,298,142,36,6,1
38169,Fontaine,662,6,,,,
38170,Fontanil-Cornillon,534,41,39,11,1,0
38171,La Forteresse,921,417,121,23,3,0
38172,Four,1184,659,292,60,10,2
38173,Le Freney-d'Oisans,2082,856,31,5,0,0
38174,La Frette,1214,859,249,62,12,3
38175,Froges,630,88,58,18,3,0
38176,Frontonas,1273,658,250,59,9,1
38177,La Garde,915,101,35,9,3,1
38179,Gières,698,115,50,12,2,0
38180,Gillonnay,1426,1052,225,60,11,2
38181,Goncelin,1459,210,142,33,5,1
38182,Le Grand-Lemps,1279,640,241,56,10,2
38183,Granieu,377,249,92,32,5,1
38184,Grenay,671,292,80,16,2,0
38186,Gresse-en-Vercors,8069,4396,223,45,8,1
38187,Le Gua,2872,474,228,50,8,1
38188,Herbeys,794,348,206,54,8,1
38189,Heyrieux,1398,805,275,50,7,1
38190,Hières-sur-Amby,867,338,160,34,4,0
38191,Huez,2038,1404,172,33,11,6
38192,Hurtières,340,82,63,16,3,0
38193,L'Isle-d'Abeau,1305,470,138,27,3,0
38194,Izeaux,1556,870,196,41,6,1
38195,Izeron,1710,460,257,60,10,2
38197,Janneyrias,1069,669,135,29,4,0
38198,Jarcieu,640,446,171,36,5,1
38199,Jardin,923,364,246,64,9,1
38200,Jarrie,1338,359,142,36,6,1
38203,Laffrey,730,135,51,11,1,0
38204,Lalley,2381,732,139,26,4,1
38205,Lans-en-Vercors,3909,1634,510,128,21,5
38206,Laval,2552,948,211,64,12,2
38207,Lavaldens,5654,1670,187,43,9,2
38208,Lavars,1529,498,123,21,3,0
38209,Lentiol,759,196,81,18,2,0
38210,Leyrieu,652,331,112,19,2,0
38211,Lieudieu,593,199,108,18,2,0
38212,Livet-et-Gavet,6124,369,20,3,0,0
38213,Longechenal,818,546,105,31,6,1
38214,Lumbin,659,211,46,11,1,0
38215,Luzinay,1900,983,480,99,13,2
38216,Malleval-en-Vercors,1413,258,96,17,3,0
38217,Marcieu,1343,143,50,7,0,0
