insee,nom,surf_dep,total,s150,s50,s20,s10
23031,Boussac,151,1,1,0,0,0
23032,Boussac-Bourg,3861,2695,769,130,21,5
23033,La Brionne,710,340,104,19,3,0
23034,Brousse,368,261,61,12,1,0
23035,Budelière,2499,1662,470,83,15,3
23036,Bussière-Dunoise,4209,2251,615,105,17,4
23037,Bussière-Nouvelle,865,642,137,25,4,1
23038,Bussière-Saint-Georges,2229,1673,448,69,11,2
23039,La Celle-Dunoise,2895,1811,520,91,15,3
23040,La Celle-sous-Gouzon,1428,1042,211,34,5,1
23041,La Cellette,2140,1542,537,81,13,3
23042,Ceyroux,1222,622,122,17,3,0
23043,Chamberaud,742,297,80,14,2,0
23044,Chambon-Sainte-Croix,665,310,66,12,2,0
23045,Chambon-sur-Voueize,3364,2248,460,77,13,3
23046,Chambonchard,1293,946,263,51,10,2
23047,Chamborand,1125,745,255,47,8,2
23048,Champagnat,2877,1609,524,100,20,5
23049,Champsanglard,1367,721,158,24,3,0
23050,La Chapelle-Baloue,868,627,186,35,6,1
23051,La Chapelle-Saint-Martial,1018,361,104,16,2,0
23052,La Chapelle-Taillefert,1404,423,111,18,2,0
23053,Chard,1422,852,298,58,11,3
23054,Charron,3003,2110,562,105,20,4
23055,Châtelard,246,118,28,4,0,0
23056,Châtelus-le-Marcheix,4337,1110,302,47,7,1
23057,Châtelus-Malvaleix,1494,913,329,59,10,3
23058,Le Chauchet,1062,844,177,38,7,1
23059,La Chaussade,716,445,148,27,4,1
23060,Chavanat,1278,375,115,19,2,0
23061,Chénérailles,781,402,150,31,5,1
23062,Chéniers,3495,2192,579,91,14,3
23063,Clairavaux,2750,580,152,25,4,1
23064,Clugnat,4264,2634,614,111,21,5
23065,Colondannes,1076,700,216,44,7,1
23066,Le Compas,1683,1195,339,58,9,2
23067,La Courtine,4170,680,206,40,6,1
23068,Cressat,3392,2454,673,125,23,6
23069,Crocq,1401,654,205,44,7,1
23070,Crozant,3180,1833,575,100,16,3
23071,Croze,2211,559,177,27,4,1
23072,Domeyrot,2475,1548,269,49,9,2
23073,Dontreix,4792,2797,750,140,26,6
23074,Le Donzeil,1353,627,206,38,6,1
23075,Dun-le-Palestel,973,589,208,44,8,2
23076,Évaux-les-Bains,4541,2946,865,176,34,8
23077,Faux-la-Montagne,4825,1452,285,50,7,1
23078,Faux-Mazuras,1992,863,210,40,7,1
23079,Felletin,1373,590,230,41,6,1
23080,Féniers,1441,788,107,15,2,0
23081,Flayat,4411,2654,578,109,20,5
23082,Fleurat,1234,780,164,31,5,1
23083,Fontanières,1585,1172,250,48,8,2
23084,La Forêt-du-Temple,778,604,153,25,4,1
23086,Fransèches,1829,694,214,37,6,1
23087,Fresselines,3070,2096,716,144,24,5
23088,Gartempe,963,624,145,23,3,0
23089,Genouillac,3560,2868,802,141,26,7
23090,Gentioux-Pigerolles,7975,2610,285,46,7,1
23091,Gioux,3737,1807,279,41,6,1
23092,Glénic,2714,1454,332,58,9,2
23093,Gouzon,5056,3633,839,156,27,7
23095,Le Grand-Bourg,7877,5801,1282,221,37,8
23096,Guéret,2603,498,286,62,9,1
23097,Issoudun-Létrieix,2639,1750,436,74,13,3
23098,Jalesches,855,546,125,22,3,0
23099,Janaillat,2844,1570,400,70,11,2
23100,Jarnages,923,562,199,34,5,1
23101,Jouillat,2247,1325,247,40,7,2
23102,Ladapeyre,3166,2153,500,91,18,5
23103,Lafat,2114,1585,479,86,14,3
23104,Lavaufranche,1633,1219,286,52,8,1
23105,Lavaveix-les-Mines,467,204,108,24,3,0
23106,Lépaud,2418,1739,434,74,13,3
23107,Lépinas,1500,433,137,21,2,0
23108,Leyrat,1832,1530,342,51,8,2
23109,Linard-Malval,1667,1214,350,63,11,2
23110,Lioux-les-Monges,742,451,133,24,3,0
23111,Lizières,1465,1058,269,49,8,1
23112,Lourdoueix-Saint-Pierre,4456,3371,1037,183,31,7
23113,Lupersat,3277,1992,563,102,19,5
23114,Lussat,4848,3508,870,164,31,9
23115,Magnat-l'Étrange,2590,930,317,51,8,2
23116,Mainsat,3466,2290,676,124,23,5
23117,Maison-Feyne,1325,1020,353,74,14,4
23118,Maisonnisses,1123,412,113,22,3,0
23119,Malleret,1182,448,118,24,5,1
23120,Malleret-Boussac,2554,1864,463,73,13,3
23122,Mansat-la-Courrière,950,448,96,15,1,0
23123,Les Mars,1308,994,378,75,14,4
23124,Marsac,1948,1232,298,46,7,1
23125,Le Mas-d'Artige,1641,458,130,19,2,0
23127,Mautes,2261,1251,377,65,10,2
23128,Mazeirat,783,568,151,27,4,0
23129,La Mazière-aux-Bons-Hommes,1014,522,130,25,5,1
23130,Méasnes,2759,2011,592,89,12,2
23131,Mérinchal,4502,2990,907,171,30,7
23132,Montaigut-le-Blanc,1743,1248,314,54,8,2
23133,Montboucher,2778,1396,342,50,7,1
23134,Le Monteil-au-Vicomte,1439,390,99,17,2,0
23136,Mortroux,1326,997,308,54,10,2
23137,Mourioux-Vieilleville,2513,1499,421,72,11,2
23138,Moutier-d'Ahun,995,733,224,33,4,1
23139,Moutier-Malcard,2606,1840,580,102,16,3
23140,Moutier-Rozeille,1954,960,279,58,10,2
23141,Naillat,3638,2461,591,111,19,4
23142,Néoux,2376,1596,467,89,16,4
23143,Noth,2313,1577,461,85,15,4
23144,La Nouaille,4784,1652,318,48,8,1
23145,Nouhant,2568,2156,528,94,17,5
23146,Nouzerines,1912,1420,469,76,12,3
23147,Nouzerolles,813,595,152,30,5,1
23148,Nouziers,1460,1083,421,68,11,3
23149,Parsac-Rimondeix,4737,3317,780,148,26,7
23150,Peyrabout,905,192,41,6,0,0
23151,Peyrat-la-Nonière,4135,3073,592,109,21,5
23152,Pierrefitte,644,543,118,19,3,0
23154,Pionnat,4253,2599,669,125,21,5
23155,Pontarion,526,286,89,18,3,0
23156,Pontcharraud,914,569,129,23,4,1
23157,La Pouge,761,263,58,9,1,0
23158,Poussanges,2332,1046,272,46,7,2
23159,Puy-Malsignat,1262,961,283,54,10,2
23160,Reterre,1786,1475,468,97,20,5
23162,Roches,2553,1775,473,88,15,3
23164,Rougnat,4148,3011,828,148,26,6
23165,Royère-de-Vassivière,8039,1197,269,47,7,1
23166,Sagnat,1192,1014,202,39,7,1
23167,Sannat,3423,2534,581,111,21,6
23168,Sardent,4112,1526,398,61,9,2
23169,La Saunière,759,309,140,26,3,0
23170,Savennes,711,129,45,8,1,0
23171,Sermur,1974,1199,293,52,8,1
23172,La Serre-Bussière-Vieille,1439,1100,333,63,12,3
23173,Soubrebost,2085,731,169,25,3,0
23174,Soumans,3678,2845,689,122,21,5
23175,Sous-Parsat,931,218,73,15,2,0
23176,La Souterraine,3685,2214,691,129,21,5
23177,Saint-Agnant-de-Versillat,5066,3764,924,166,28,6
23178,Saint-Agnant-près-Crocq,2524,1151,362,61,10,2
23179,Saint-Alpinien,1520,981,364,69,11,2
23180,Saint-Amand,803,485,219,46,8,2
23181,Saint-Amand-Jartoudeix,1871,960,184,24,3,0
23182,Saint-Avit-de-Tardes,1448,728,227,45,8,1
23183,Saint-Avit-le-Pauvre,497,327,103,17,2,0
23184,Saint-Bard,929,488,147,26,4,0
23185,Saint-Chabrais,2503,1841,427,77,14,3
23186,Saint-Christophe,781,337,114,19,3,0
23187,Saint-Dizier-la-Tour,1702,1263,296,55,10,2
23188,Saint-Dizier-les-Domaines,1596,1160,294,45,7,2
23189,Saint-Dizier-Masbaraud,6717,3712,970,169,27,7
23190,Saint-Domet,1560,1071,296,56,10,2
23191,Saint-Éloi,1573,486,168,28,4,1
23192,Fursac,5895,4116,1066,202,35,8
23193,Sainte-Feyre,2996,1360,551,111,17,3
23194,Sainte-Feyre-la-Montagne,680,427,135,25,4,1
23195,Saint-Fiel,1669,1090,341,72,11,2
23196,Saint-Frion,1869,1061,275,50,9,2
23197,Saint-Georges-la-Pouge,2399,860,229,36,6,1
23198,Saint-Georges-Nigremont,1909,846,273,49,8,2
23199,Saint-Germain-Beaupré,1719,1302,290,50,7,1
23200,Saint-Goussaud,2446,456,96,15,1,0
23201,Saint-Hilaire-la-Plaine,1130,701,163,26,4,1
23202,Saint-Hilaire-le-Château,1962,1082,307,48,7,1
23203,Saint-Julien-la-Genête,1197,958,372,78,15,4
23204,Saint-Julien-le-Châtel,1537,1195,242,47,8,2
23205,Saint-Junien-la-Bregère,2561,463,84,12,1,0
23206,Saint-Laurent,1290,801,287,52,8,1
23207,Saint-Léger-Bridereix,859,579,164,32,5,1
23208,Saint-Léger-le-Guérétois,1404,421,109,21,3,0
23209,Saint-Loup,1876,1391,294,51,8,1
23210,Saint-Maixant,1386,818,212,40,8,2
23211,Saint-Marc-à-Frongier,2538,1425,390,80,14,3
23212,Saint-Marc-à-Loubaud,2035,549,111,16,2,0
23213,Saint-Marien,1280,1019,335,56,11,3
23214,Saint-Martial-le-Mont,1023,590,229,42,6,1
23215,Saint-Martial-le-Vieux,2217,725,193,32,5,1
23216,Saint-Martin-Château,3114,606,158,28,5,1
23217,Saint-Martin-Sainte-Catherine,2713,1319,429,75,10,2
23218,Saint-Maurice-près-Crocq,1403,791,203,40,8,2
23219,Saint-Maurice-la-Souterraine,3962,2761,743,121,20,5
23220,Saint-Médard-la-Rochette,3888,2273,650,115,20,5
23221,Saint-Merd-la-Breuille,4040,2484,488,94,18,5
23222,Saint-Michel-de-Veisse,1552,801,193,35,6,1
23223,Saint-Moreil,2419,649,182,29,4,1
23224,Saint-Oradoux-de-Chirouze,2857,338,104,17,2,0
23225,Saint-Oradoux-près-Crocq,1334,767,216,38,6,1
23226,Saint-Pardoux-d'Arnet,1634,1064,263,47,9,2
23227,Saint-Pardoux-Morterolles,3671,779,164,27,4,0
23228,Saint-Pardoux-le-Neuf,751,486,173,34,7,2
23229,Saint-Pardoux-les-Cards,2467,1669,383,71,13,3
23230,Saint-Pierre-Chérignat,2359,1234,330,56,9,2
23232,Saint-Pierre-Bellevue,3289,708,148,24,3,0
23233,Saint-Pierre-le-Bost,1722,1264,351,57,9,2
23234,Saint-Priest,2221,1915,557,109,21,5
23235,Saint-Priest-la-Feuille,2760,1959,572,99,15,3
23236,Saint-Priest-la-Plaine,2184,1692,324,55,9,2
23237,Saint-Priest-Palus,1066,433,122,18,2,0
23238,Saint-Quentin-la-Chabanne,3006,1424,395,75,14,3
23239,Saint-Sébastien,2520,1821,528,99,16,3
23240,Saint-Silvain-Bas-le-Roc,1531,655,200,30,4,1
23241,Saint-Silvain-Bellegarde,2082,1295,421,81,16,4
23242,Saint-Silvain-Montaigut,961,551,165,26,3,0
23243,Saint-Silvain-sous-Toulx,1467,966,263,46,8,2
23244,Saint-Sulpice-le-Dunois,3072,1780,496,86,13,2
23245,Saint-Sulpice-le-Guérétois,3650,1856,734,149,23,5
23246,Saint-Sulpice-les-Champs,2169,1096,319,59,10,2
23247,Saint-Vaury,4661,2431,685,118,19,4
23248,Saint-Victor-en-Marche,1656,770,189,32,5,1
23249,Saint-Yrieix-la-Montagne,2393,1209,284,45,7,1
23250,Saint-Yrieix-les-Bois,1590,654,183,33,5,1
23251,Tardes,2151,1668,427,77,15,3
23252,Tercillat,1388,977,281,45,7,1
23253,Thauron,2231,991,228,38,6,1
23254,Toulx-Sainte-Croix,3522,2087,539,98,17,4
23255,Trois-Fonds,966,691,141,24,3,0
23257,Vallière,4830,2369,610,102,16,3
23258,Vareilles,1766,1311,269,45,7,1
23259,Verneiges,759,591,154,26,4,1
23260,Vidaillat,2352,961,223,34,5,1
23261,Viersat,2927,2400,502,93,18,5
23262,Vigeville,736,500,148,29,5,1
23263,Villard,1633,1229,396,66,10,2
23264,La Villedieu,558,213,43,9,1,0
23265,La Villeneuve,443,105,36,5,0,0
23266,La Villetelle,1604,865,204,35,6,1
24001,Abjat-sur-Bandiat,2864,659,228,37,4,0
24002,Agonac,3822,1260,649,101,12,2
24004,Ajat,2243,395,218,45,7,1
24005,Alles-sur-Dordogne,932,356,222,54,9,2
24006,Allas-les-Mines,716,200,109,23,4,1
24007,Allemans,1882,1224,576,89,12,2
24008,Angoisse,2370,1205,573,101,14,3
24009,Anlhiac,1233,640,341,64,10,2
24010,Annesse-et-Beaulieu,1287,301,133,27,4,1
24011,Antonne-et-Trigonant,2099,423,198,42,6,1
24012,Archignac,2335,772,469,108,19,4
24014,Aubas,1716,457,308,69,12,3
24015,Audrix,640,104,70,16,2,0
24016,Augignac,2336,450,186,31,4,1
24018,Auriac-du-Périgord,1828,483,278,51,8,2
24019,Azerat,2059,883,386,69,12,3
24020,La Bachellerie,1783,418,223,41,7,1
24021,Badefols-d'Ans,1877,1024,512,98,16,4
24022,Badefols-sur-Dordogne,604,142,105,24,3,0
24023,Baneuil,903,152,81,14,1,0
24024,Bardou,483,378,122,19,2,0
24025,Bars,2333,570,344,66,10,2
24026,Bassillac et Auberoche,10522,3251,1671,324,49,12
24027,Bayac,1018,211,114,26,3,0
24028,Beaumontois en Périgord,7297,4411,1963,333,51,12
24029,Beaupouyet,2300,666,326,67,10,2
24030,Beauregard-de-Terrasson,829,257,172,45,7,1
24031,Beauregard-et-Bassac,1212,395,183,37,5,1
24032,Beauronne,1928,329,151,29,4,1
24034,Beleymas,1620,283,143,28,4,0
24035,Pays-de-Belvès,3162,886,631,151,28,8
24036,Berbiguières,547,156,105,23,3,0
24037,Bergerac,5661,1409,923,187,26,6
24038,Bertric-Burée,1669,1069,503,82,11,2
24039,Besse,1663,324,230,63,12,3
24040,Beynac-et-Cazenac,1314,182,143,40,7,1
24042,Biras,1981,842,370,74,11,2
24043,Biron,1303,307,192,38,6,1
24045,Boisse,1679,1284,508,73,10,2
24046,Boisseuilh,1225,480,210,39,6,1
24048,Bonneville-et-Saint-Avit-de-Fumadières,713,279,120,15,1,0
24050,Borrèze,2803,649,277,61,12,3
24051,Bosset,1459,160,95,21,4,1
24052,Bouillac,1232,309,152,33,5,1
24053,Boulazac Isle Manoire,5739,874,574,135,21,5
24054,Bouniagues,872,545,245,37,4,1
24055,Bourdeilles,2277,943,460,82,11,2
24056,Le Bourdeix,1164,223,75,12,2,0
24057,Bourg-des-Maisons,908,265,59,10,1,0
24058,Bourg-du-Bost,730,466,168,28,3,0
24059,Bourgnac,913,85,58,16,2,0
24060,Bourniquel,889,315,125,23,3,0
24061,Bourrou,944,283,138,22,3,1
24062,Bouteilles-Saint-Sébastien,1400,1057,391,47,5,0
24063,Bouzic,1224,234,139,29,4,1
24064,Brantôme-en-Périgord,13765,4772,1940,341,49,11
24066,Brouchaud,1230,174,51,9,1,0
24067,Le Bugue,3022,488,343,93,16,3
24068,Le Buisson-de-Cadouin,5007,849,547,129,22,5
24069,Bussac,1743,503,221,46,7,1
24070,Busserolles,3350,1065,370,59,8,2
24071,Bussière-Badil,2060,788,314,53,8,1
24073,Calès,800,294,164,39,7,2
24074,Calviac-en-Périgord,1444,313,205,63,12,3
24075,Campagnac-lès-Quercy,2010,598,349,77,13,2
24076,Campagne,1513,258,163,31,4,0
24077,Campsegret,1382,217,5,0,0,
24080,Capdrot,4403,998,545,116,19,4
24081,Carlux,1341,339,259,62,10,2
24082,Carsac-Aillac,1725,283,227,72,12,3
24083,Carsac-de-Gurson,705,274,141,23,3,1
24084,Carves,1038,460,242,47,8,2
24085,La Cassagne,1535,370,174,37,6,1
24086,Castelnaud-la-Chapelle,2087,397,227,52,9,2
24087,Castels et Bézenac,2450,547,351,86,14,3
24088,Cause-de-Clérans,1453,412,162,30,5,1
24089,Cazoulès,362,102,74,24,4,0
24090,Celles,2791,1654,659,114,17,3
24091,Cénac-et-Saint-Julien,2117,647,456,120,21,5
24094,Chalagnac,1455,389,204,43,7,1
24095,Chalais,1917,851,342,59,8,1
24096,Champagnac-de-Belair,1923,709,390,80,13,3
24097,Champagne-et-Fontaine,2490,1733,510,79,10,1
24098,Champcevinel,1832,268,187,49,7,1
24100,Champniers-et-Reilhac,2113,642,248,44,6,1
24101,Champs-Romain,2094,799,278,46,6,1
24102,Chancelade,1697,139,112,31,5,1
24104,Chantérac,1906,318,149,22,2,0
24105,Chapdeuil,757,327,118,19,3,0
24106,La Chapelle-Aubareil,2027,469,331,82,14,3
24107,La Chapelle-Faucher,1921,509,238,40,5,1
24108,La Chapelle-Gonaguet,1961,395,195,40,4,0
24109,La Chapelle-Grésignac,702,466,204,33,4,1
24110,La Chapelle-Montabourlet,583,386,105,13,1,0
24111,La Chapelle-Montmoreau,827,227,86,16,3,1
24113,La Chapelle-Saint-Jean,387,185,100,21,3,0
24114,Chassaignes,585,419,119,18,2,0
24115,Château-l'Évêque,3716,673,398,87,13,3
24116,Châtres,1265,375,137,27,4,1
24117,Les Coteaux Périgourdins,2013,943,498,103,18,4
24119,Cherval,1884,1591,427,56,6,1
24120,Cherveix-Cubas,1487,880,465,86,13,2
24121,Chourgnac,715,325,114,24,4,0
24122,Cladech,566,215,159,36,6,1
24123,Clermont-de-Beauregard,626,333,8,1,0,0
24124,Clermont-d'Excideuil,1039,546,309,66,10,2
24126,Colombier,711,417,218,35,4,0
